timestamp,route,hour,minute,day_of_week,is_weekend,occupancy_count,occupancy_percent
2026-03-01 09:28:38,400/4,9,28,6,1,27,54.0
2026-03-01 09:28:56,400/4,9,28,6,1,27,54.0
2026-03-01 09:29:13,400/4,9,29,6,1,27,54.0
2026-03-01 09:29:31,400/4,9,29,6,1,27,54.0
2026-03-01 09:29:48,400/4,9,29,6,1,27,54.0
2026-03-01 09:30:06,400/4,9,30,6,1,27,54.0
2026-03-01 09:30:24,400/4,9,30,6,1,27,54.0
2026-03-01 09:30:41,400/4,9,30,6,1,27,54.0
2026-03-01 09:30:59,400/4,9,30,6,1,27,54.0
2026-03-01 09:31:16,400/4,9,31,6,1,30,60.0
2026-03-01 09:31:34,400/4,9,31,6,1,30,60.0
2026-03-01 09:31:51,400/4,9,31,6,1,30,60.0
2026-03-01 09:32:09,400/4,9,32,6,1,30,60.0
2026-03-01 09:32:27,400/4,9,32,6,1,30,60.0
2026-03-01 09:32:44,400/4,9,32,6,1,30,60.0
2026-03-01 09:33:02,400/4,9,33,6,1,30,60.0
2026-03-01 09:33:19,400/4,9,33,6,1,26,52.0
2026-03-01 09:33:37,400/4,9,33,6,1,26,52.0
2026-03-01 09:33:55,400/4,9,33,6,1,26,52.0
2026-03-01 09:34:12,400/4,9,34,6,1,26,52.0
2026-03-01 09:34:30,400/4,9,34,6,1,26,52.0
2026-03-01 09:34:47,400/4,9,34,6,1,26,52.0
2026-03-01 09:35:05,400/4,9,35,6,1,26,52.0
2026-03-01 09:35:23,400/4,9,35,6,1,26,52.0
2026-03-01 09:35:40,400/4,9,35,6,1,26,52.0
2026-03-01 09:35:58,400/4,9,35,6,1,22,44.0
2026-03-01 09:36:15,400/4,9,36,6,1,22,44.0
2026-03-01 09:36:33,400/4,9,36,6,1,22,44.0
2026-03-01 09:36:51,400/4,9,36,6,1,22,44.0
2026-03-01 09:37:08,400/4,9,37,6,1,22,44.0
2026-03-01 09:37:26,400/4,9,37,6,1,22,44.0
2026-03-01 09:37:43,400/4,9,37,6,1,22,44.0
2026-03-01 09:38:01,400/4,9,38,6,1,22,44.0
2026-03-01 09:38:19,400/4,9,38,6,1,22,44.0
2026-03-01 09:38:36,400/4,9,38,6,1,22,44.0
2026-03-01 09:38:54,400/4,9,38,6,1,22,44.0
2026-03-01 09:39:11,400/4,9,39,6,1,22,44.0
2026-03-01 09:39:29,400/4,9,39,6,1,22,44.0
2026-03-01 09:39:47,400/4,9,39,6,1,22,44.0
2026-03-01 09:40:04,400/4,9,40,6,1,22,44.0
2026-03-01 09:40:22,400/4,9,40,6,1,22,44.0
2026-03-01 09:40:39,400/4,9,40,6,1,22,44.0
2026-03-01 09:40:57,400/4,9,40,6,1,22,44.0
2026-03-01 09:41:15,400/4,9,41,6,1,22,44.0
2026-03-01 09:41:32,400/4,9,41,6,1,22,44.0
2026-03-01 09:41:50,400/4,9,41,6,1,22,44.0
2026-03-01 09:42:07,400/4,9,42,6,1,20,40.0
2026-03-01 09:42:25,400/4,9,42,6,1,20,40.0
2026-03-01 09:42:43,400/4,9,42,6,1,20,40.0
2026-03-01 09:43:00,400/4,9,43,6,1,20,40.0
2026-03-01 09:43:18,400/4,9,43,6,1,20,40.0
2026-03-01 09:43:35,400/4,9,43,6,1,20,40.0
2026-03-01 09:43:53,400/4,9,43,6,1,20,40.0
2026-03-01 09:44:11,400/4,9,44,6,1,20,40.0
2026-03-01 09:44:28,400/4,9,44,6,1,20,40.0
2026-03-01 09:44:46,400/4,9,44,6,1,20,40.0
2026-03-01 09:45:03,400/4,9,45,6,1,20,40.0
2026-03-01 09:45:21,400/4,9,45,6,1,20,40.0
2026-03-01 09:45:39,400/4,9,45,6,1,20,40.0
2026-03-01 09:45:56,400/4,9,45,6,1,20,40.0
2026-03-01 09:46:14,400/4,9,46,6,1,20,40.0
2026-03-01 09:46:31,400/4,9,46,6,1,20,40.0
2026-03-01 09:46:49,400/4,9,46,6,1,20,40.0
2026-03-01 09:47:07,400/4,9,47,6,1,20,40.0
2026-03-01 09:47:24,400/4,9,47,6,1,20,40.0
2026-03-01 09:47:42,400/4,9,47,6,1,20,40.0
2026-03-01 09:47:59,400/4,9,47,6,1,18,36.0
2026-03-01 09:48:17,400/4,9,48,6,1,18,36.0
2026-03-01 09:48:35,400/4,9,48,6,1,18,36.0
2026-03-01 09:48:52,400/4,9,48,6,1,18,36.0
2026-03-01 09:49:10,400/4,9,49,6,1,18,36.0
2026-03-01 09:49:27,400/4,9,49,6,1,18,36.0
2026-03-01 09:49:45,400/4,9,49,6,1,18,36.0
2026-03-01 09:50:03,400/4,9,50,6,1,12,24.0
2026-03-01 09:50:20,400/4,9,50,6,1,12,24.0
2026-03-01 09:50:38,400/4,9,50,6,1,12,24.0
2026-03-01 09:50:55,400/4,9,50,6,1,12,24.0
2026-03-01 09:51:13,400/4,9,51,6,1,12,24.0
2026-03-01 09:51:31,400/4,9,51,6,1,12,24.0
2026-03-01 09:51:48,400/4,9,51,6,1,12,24.0
2026-03-01 09:52:06,400/4,9,52,6,1,12,24.0
2026-03-01 09:52:23,400/4,9,52,6,1,12,24.0
2026-03-01 09:52:41,400/4,9,52,6,1,12,24.0
2026-03-01 09:52:59,400/4,9,52,6,1,12,24.0
2026-03-01 09:53:16,400/4,9,53,6,1,12,24.0
2026-03-01 09:53:34,400/4,9,53,6,1,12,24.0
2026-03-01 09:53:51,400/4,9,53,6,1,12,24.0
2026-03-01 09:54:09,400/4,9,54,6,1,12,24.0
2026-03-01 09:54:27,400/4,9,54,6,1,12,24.0
2026-03-01 09:54:44,400/4,9,54,6,1,12,24.0
2026-03-01 09:55:02,400/4,9,55,6,1,12,24.0
2026-03-01 09:55:19,400/4,9,55,6,1,12,24.0
2026-03-01 09:55:37,400/4,9,55,6,1,12,24.0
2026-03-01 09:55:55,400/4,9,55,6,1,12,24.0
2026-03-01 09:56:12,400/4,9,56,6,1,12,24.0
2026-03-01 09:56:30,400/4,9,56,6,1,12,24.0
2026-03-01 09:56:47,400/4,9,56,6,1,12,24.0
2026-03-01 09:57:05,400/4,9,57,6,1,12,24.0
2026-03-01 09:57:23,400/4,9,57,6,1,12,24.0
2026-03-01 10:06:23,400/4,10,6,6,1,11,22.0
2026-03-01 10:06:42,400/4,10,6,6,1,11,22.0
2026-03-01 10:07:01,400/4,10,7,6,1,11,22.0
2026-03-01 10:07:20,400/4,10,7,6,1,11,22.0
2026-03-01 10:07:39,400/4,10,7,6,1,11,22.0
2026-03-01 10:07:58,400/4,10,7,6,1,11,22.0
2026-03-01 10:08:18,400/4,10,8,6,1,11,22.0
2026-03-01 10:08:37,400/4,10,8,6,1,11,22.0
2026-03-01 10:08:56,400/4,10,8,6,1,11,22.0
2026-03-01 10:09:15,400/4,10,9,6,1,11,22.0
2026-03-01 10:09:34,400/4,10,9,6,1,11,22.0
2026-03-01 10:09:53,400/4,10,9,6,1,11,22.0
2026-03-01 10:10:13,400/4,10,10,6,1,12,24.0
2026-03-01 10:10:32,400/4,10,10,6,1,12,24.0
2026-03-01 10:10:51,400/4,10,10,6,1,12,24.0
2026-03-01 10:11:10,400/4,10,11,6,1,12,24.0
2026-03-01 10:11:29,400/4,10,11,6,1,12,24.0
2026-03-01 10:11:48,400/4,10,11,6,1,12,24.0
2026-03-01 10:12:08,400/4,10,12,6,1,12,24.0
2026-03-01 10:12:27,400/4,10,12,6,1,12,24.0
2026-03-01 10:12:46,400/4,10,12,6,1,12,24.0
2026-03-01 10:13:05,400/4,10,13,6,1,12,24.0
2026-03-01 10:13:24,400/4,10,13,6,1,12,24.0
2026-03-01 10:13:43,400/4,10,13,6,1,12,24.0
2026-03-01 10:14:03,400/4,10,14,6,1,12,24.0
2026-03-01 10:14:22,400/4,10,14,6,1,12,24.0
2026-03-01 10:14:41,400/4,10,14,6,1,12,24.0
2026-03-01 10:15:00,400/4,10,15,6,1,12,24.0
2026-03-01 10:15:19,400/4,10,15,6,1,12,24.0
2026-03-01 10:15:38,400/4,10,15,6,1,13,26.0
2026-03-01 10:15:58,400/4,10,15,6,1,13,26.0
2026-03-01 10:16:17,400/4,10,16,6,1,13,26.0
2026-03-01 10:16:36,400/4,10,16,6,1,13,26.0
2026-03-01 10:16:55,400/4,10,16,6,1,13,26.0
2026-03-01 10:17:14,400/4,10,17,6,1,13,26.0
2026-03-01 10:17:33,400/4,10,17,6,1,13,26.0
2026-03-01 10:17:53,400/4,10,17,6,1,13,26.0
2026-03-01 10:18:12,400/4,10,18,6,1,13,26.0
2026-03-01 10:18:31,400/4,10,18,6,1,13,26.0
2026-03-01 10:18:50,400/4,10,18,6,1,13,26.0
2026-03-01 10:19:09,400/4,10,19,6,1,13,26.0
2026-03-01 10:19:28,400/4,10,19,6,1,13,26.0
2026-03-01 10:19:48,400/4,10,19,6,1,13,26.0
2026-03-01 10:20:07,400/4,10,20,6,1,13,26.0
2026-03-01 10:20:26,400/4,10,20,6,1,16,32.0
2026-03-01 10:20:45,400/4,10,20,6,1,16,32.0
2026-03-01 10:21:04,400/4,10,21,6,1,16,32.0
2026-03-01 10:21:23,400/4,10,21,6,1,16,32.0
2026-03-01 10:21:43,400/4,10,21,6,1,16,32.0
2026-03-01 10:22:02,400/4,10,22,6,1,16,32.0
2026-03-01 10:22:21,400/4,10,22,6,1,16,32.0
2026-03-01 10:22:40,400/4,10,22,6,1,16,32.0
2026-03-01 10:22:59,400/4,10,22,6,1,16,32.0
2026-03-01 10:23:18,400/4,10,23,6,1,16,32.0
2026-03-01 10:23:38,400/4,10,23,6,1,16,32.0
2026-03-01 10:23:57,400/4,10,23,6,1,16,32.0
2026-03-01 10:24:16,400/4,10,24,6,1,16,32.0
2026-03-01 10:24:35,400/4,10,24,6,1,19,38.0
2026-03-01 10:24:54,400/4,10,24,6,1,19,38.0
2026-03-01 10:25:13,400/4,10,25,6,1,19,38.0
2026-03-01 10:25:33,400/4,10,25,6,1,19,38.0
2026-03-01 10:25:52,400/4,10,25,6,1,19,38.0
2026-03-01 10:26:11,400/4,10,26,6,1,19,38.0
2026-03-01 10:26:30,400/4,10,26,6,1,19,38.0
2026-03-01 10:26:49,400/4,10,26,6,1,19,38.0
2026-03-01 10:27:08,400/4,10,27,6,1,19,38.0
2026-03-01 10:27:28,400/4,10,27,6,1,19,38.0
2026-03-01 10:27:47,400/4,10,27,6,1,19,38.0
2026-03-01 10:28:06,400/4,10,28,6,1,19,38.0
2026-03-01 10:28:25,400/4,10,28,6,1,19,38.0
2026-03-01 10:28:44,400/4,10,28,6,1,19,38.0
2026-03-01 10:29:03,400/4,10,29,6,1,19,38.0
2026-03-01 10:29:23,400/4,10,29,6,1,17,34.0
2026-03-01 10:29:42,400/4,10,29,6,1,17,34.0
2026-03-01 10:30:01,400/4,10,30,6,1,17,34.0
2026-03-01 10:30:20,400/4,10,30,6,1,17,34.0
2026-03-01 10:30:39,400/4,10,30,6,1,17,34.0
2026-03-01 10:30:58,400/4,10,30,6,1,17,34.0
2026-03-01 10:31:18,400/4,10,31,6,1,17,34.0
2026-03-01 10:31:37,400/4,10,31,6,1,17,34.0
2026-03-01 10:31:56,400/4,10,31,6,1,17,34.0
2026-03-01 10:32:15,400/4,10,32,6,1,17,34.0
2026-03-01 10:32:34,400/4,10,32,6,1,17,34.0
2026-03-01 10:32:53,400/4,10,32,6,1,17,34.0
2026-03-01 10:33:13,400/4,10,33,6,1,17,34.0
2026-03-01 10:33:32,400/4,10,33,6,1,17,34.0
2026-03-01 10:33:51,400/4,10,33,6,1,22,44.0
2026-03-01 10:34:10,400/4,10,34,6,1,22,44.0
2026-03-01 10:34:29,400/4,10,34,6,1,22,44.0
2026-03-01 10:34:48,400/4,10,34,6,1,22,44.0
2026-03-01 10:35:08,400/4,10,35,6,1,22,44.0
2026-03-01 10:35:27,400/4,10,35,6,1,22,44.0
2026-03-01 10:35:46,400/4,10,35,6,1,22,44.0
2026-03-01 10:36:05,400/4,10,36,6,1,22,44.0
2026-03-01 10:36:24,400/4,10,36,6,1,22,44.0
2026-03-01 10:36:43,400/4,10,36,6,1,22,44.0
2026-03-01 10:37:03,400/4,10,37,6,1,22,44.0
2026-03-01 10:37:22,400/4,10,37,6,1,22,44.0
2026-03-01 10:37:41,400/4,10,37,6,1,22,44.0
2026-03-01 10:38:00,400/4,10,38,6,1,22,44.0
2026-03-01 10:38:19,400/4,10,38,6,1,22,44.0
2026-03-01 10:38:38,400/4,10,38,6,1,27,54.0
2026-03-01 10:38:58,400/4,10,38,6,1,27,54.0
2026-03-01 10:39:17,400/4,10,39,6,1,27,54.0
2026-03-01 10:39:36,400/4,10,39,6,1,27,54.0
2026-03-01 10:39:55,400/4,10,39,6,1,27,54.0
2026-03-01 10:40:14,400/4,10,40,6,1,27,54.0
2026-03-01 10:40:33,400/4,10,40,6,1,27,54.0
2026-03-01 10:40:53,400/4,10,40,6,1,27,54.0
2026-03-01 10:41:12,400/4,10,41,6,1,27,54.0
2026-03-01 10:41:31,400/4,10,41,6,1,27,54.0
2026-03-01 10:41:50,400/4,10,41,6,1,27,54.0
2026-03-01 10:42:09,400/4,10,42,6,1,27,54.0
2026-03-01 10:42:28,400/4,10,42,6,1,27,54.0
2026-03-01 10:42:48,400/4,10,42,6,1,27,54.0
2026-03-01 10:43:07,400/4,10,43,6,1,27,54.0
2026-03-01 10:43:26,400/4,10,43,6,1,27,54.0
2026-03-01 10:43:45,400/4,10,43,6,1,27,54.0
2026-03-01 10:44:04,400/4,10,44,6,1,27,54.0
2026-03-01 10:44:23,400/4,10,44,6,1,27,54.0
2026-03-01 10:44:43,400/4,10,44,6,1,27,54.0
2026-03-01 10:45:02,400/4,10,45,6,1,27,54.0
2026-03-01 10:45:21,400/4,10,45,6,1,27,54.0
2026-03-01 10:45:40,400/4,10,45,6,1,27,54.0
2026-03-01 10:45:59,400/4,10,45,6,1,27,54.0
2026-03-01 10:46:18,400/4,10,46,6,1,27,54.0
2026-03-01 10:46:38,400/4,10,46,6,1,27,54.0
2026-03-01 10:46:57,400/4,10,46,6,1,27,54.0
2026-03-01 10:47:16,400/4,10,47,6,1,27,54.0
2026-03-01 10:47:35,400/4,10,47,6,1,27,54.0
2026-03-01 10:47:54,400/4,10,47,6,1,27,54.0
2026-03-01 10:48:13,400/4,10,48,6,1,27,54.0
2026-03-01 10:48:33,400/4,10,48,6,1,27,54.0
2026-03-01 10:48:52,400/4,10,48,6,1,27,54.0
2026-03-01 10:49:11,400/4,10,49,6,1,27,54.0
2026-03-01 10:49:30,400/4,10,49,6,1,27,54.0
2026-03-01 10:49:49,400/4,10,49,6,1,27,54.0
2026-03-01 10:50:08,400/4,10,50,6,1,27,54.0
2026-03-01 10:50:28,400/4,10,50,6,1,27,54.0
2026-03-01 10:50:47,400/4,10,50,6,1,27,54.0
2026-03-01 10:51:06,400/4,10,51,6,1,27,54.0
2026-03-01 10:51:25,400/4,10,51,6,1,27,54.0
2026-03-01 10:51:44,400/4,10,51,6,1,27,54.0
2026-03-01 10:52:03,400/4,10,52,6,1,27,54.0
2026-03-01 10:52:23,400/4,10,52,6,1,27,54.0
2026-03-01 10:52:42,400/4,10,52,6,1,27,54.0
2026-03-01 10:53:01,400/4,10,53,6,1,27,54.0
2026-03-01 10:53:20,400/4,10,53,6,1,27,54.0
2026-03-01 10:53:39,400/4,10,53,6,1,27,54.0
2026-03-01 10:53:58,400/4,10,53,6,1,27,54.0
2026-03-01 10:54:18,400/4,10,54,6,1,27,54.0
2026-03-01 10:54:37,400/4,10,54,6,1,27,54.0
2026-03-01 10:54:56,400/4,10,54,6,1,27,54.0
2026-03-01 10:55:15,400/4,10,55,6,1,27,54.0
2026-03-01 10:55:34,400/4,10,55,6,1,24,48.0
2026-03-01 10:55:53,400/4,10,55,6,1,24,48.0
2026-03-01 10:56:13,400/4,10,56,6,1,24,48.0
2026-03-01 10:56:32,400/4,10,56,6,1,24,48.0
2026-03-01 10:56:51,400/4,10,56,6,1,24,48.0
2026-03-01 10:57:10,400/4,10,57,6,1,24,48.0
2026-03-01 10:57:29,400/4,10,57,6,1,24,48.0
2026-03-01 10:57:48,400/4,10,57,6,1,24,48.0
2026-03-01 10:58:08,400/4,10,58,6,1,24,48.0
2026-03-01 10:58:27,400/4,10,58,6,1,24,48.0
2026-03-01 10:58:46,400/4,10,58,6,1,24,48.0
2026-03-01 10:59:05,400/4,10,59,6,1,24,48.0
2026-03-01 10:59:24,400/4,10,59,6,1,23,46.0
2026-03-01 10:59:43,400/4,10,59,6,1,23,46.0
2026-03-01 11:00:03,400/4,11,0,6,1,23,46.0
2026-03-01 11:00:22,400/4,11,0,6,1,23,46.0
2026-03-01 11:00:41,400/4,11,0,6,1,23,46.0
2026-03-01 11:01:00,400/4,11,1,6,1,23,46.0
2026-03-01 11:01:19,400/4,11,1,6,1,23,46.0
2026-03-01 11:01:38,400/4,11,1,6,1,23,46.0
2026-03-01 11:01:58,400/4,11,1,6,1,23,46.0
2026-03-01 11:02:17,400/4,11,2,6,1,23,46.0
2026-03-01 11:02:36,400/4,11,2,6,1,23,46.0
2026-03-01 11:02:55,400/4,11,2,6,1,23,46.0
2026-03-01 11:03:14,400/4,11,3,6,1,23,46.0
2026-03-01 11:03:34,400/4,11,3,6,1,23,46.0
2026-03-01 11:14:08,400/4,11,14,6,1,20,40.0
2026-03-01 11:14:25,400/4,11,14,6,1,20,40.0
2026-03-01 11:14:43,400/4,11,14,6,1,20,40.0
2026-03-01 11:15:01,400/4,11,15,6,1,20,40.0
2026-03-01 11:15:19,400/4,11,15,6,1,20,40.0
2026-03-01 11:15:37,400/4,11,15,6,1,20,40.0
2026-03-01 11:15:55,400/4,11,15,6,1,20,40.0
2026-03-01 11:16:13,400/4,11,16,6,1,20,40.0
2026-03-01 11:16:31,400/4,11,16,6,1,24,48.0
2026-03-01 11:16:49,400/4,11,16,6,1,24,48.0
2026-03-01 11:17:07,400/4,11,17,6,1,24,48.0
2026-03-01 11:17:25,400/4,11,17,6,1,24,48.0
2026-03-01 11:17:43,400/4,11,17,6,1,24,48.0
2026-03-01 11:18:01,400/4,11,18,6,1,24,48.0
2026-03-01 11:18:19,400/4,11,18,6,1,24,48.0
2026-03-01 11:18:37,400/4,11,18,6,1,24,48.0
2026-03-01 11:18:55,400/4,11,18,6,1,24,48.0
2026-03-01 11:19:13,400/4,11,19,6,1,24,48.0
2026-03-01 11:19:31,400/4,11,19,6,1,24,48.0
2026-03-01 11:19:49,400/4,11,19,6,1,24,48.0
2026-03-01 11:20:07,400/4,11,20,6,1,24,48.0
2026-03-01 11:20:25,400/4,11,20,6,1,24,48.0
2026-03-01 11:20:43,400/4,11,20,6,1,24,48.0
2026-03-01 11:21:00,400/4,11,21,6,1,24,48.0
2026-03-01 11:21:18,400/4,11,21,6,1,21,42.0
2026-03-01 11:21:36,400/4,11,21,6,1,21,42.0
2026-03-01 11:21:54,400/4,11,21,6,1,21,42.0
2026-03-01 11:22:12,400/4,11,22,6,1,21,42.0
2026-03-01 11:22:30,400/4,11,22,6,1,21,42.0
2026-03-01 11:22:48,400/4,11,22,6,1,21,42.0
2026-03-01 11:23:06,400/4,11,23,6,1,21,42.0
2026-03-01 11:23:24,400/4,11,23,6,1,21,42.0
2026-03-01 11:23:42,400/4,11,23,6,1,21,42.0
2026-03-01 11:24:00,400/4,11,24,6,1,21,42.0
2026-03-01 11:24:18,400/4,11,24,6,1,21,42.0
2026-03-01 11:24:36,400/4,11,24,6,1,21,42.0
2026-03-01 11:24:54,400/4,11,24,6,1,21,42.0
2026-03-01 11:25:12,400/4,11,25,6,1,21,42.0
2026-03-01 11:25:30,400/4,11,25,6,1,19,38.0
2026-03-01 11:25:48,400/4,11,25,6,1,19,38.0
2026-03-01 11:26:06,400/4,11,26,6,1,19,38.0
2026-03-01 11:26:24,400/4,11,26,6,1,19,38.0
2026-03-01 11:26:42,400/4,11,26,6,1,19,38.0
2026-03-01 11:27:00,400/4,11,27,6,1,19,38.0
2026-03-01 11:27:18,400/4,11,27,6,1,19,38.0
2026-03-01 11:27:35,400/4,11,27,6,1,19,38.0
2026-03-01 11:27:53,400/4,11,27,6,1,19,38.0
2026-03-01 11:28:11,400/4,11,28,6,1,19,38.0
2026-03-01 11:28:29,400/4,11,28,6,1,19,38.0
2026-03-01 11:28:47,400/4,11,28,6,1,19,38.0
2026-03-01 11:29:05,400/4,11,29,6,1,16,32.0
2026-03-01 11:29:23,400/4,11,29,6,1,16,32.0
2026-03-01 11:29:41,400/4,11,29,6,1,16,32.0
2026-03-01 11:29:59,400/4,11,29,6,1,16,32.0
2026-03-01 11:30:17,400/4,11,30,6,1,16,32.0
2026-03-01 11:30:35,400/4,11,30,6,1,16,32.0
2026-03-01 11:30:53,400/4,11,30,6,1,16,32.0
2026-03-01 11:31:11,400/4,11,31,6,1,16,32.0
2026-03-01 11:31:29,400/4,11,31,6,1,16,32.0
2026-03-01 11:31:47,400/4,11,31,6,1,16,32.0
2026-03-01 11:32:05,400/4,11,32,6,1,16,32.0
2026-03-01 11:32:23,400/4,11,32,6,1,15,30.0
2026-03-01 11:32:41,400/4,11,32,6,1,15,30.0
2026-03-01 11:32:59,400/4,11,32,6,1,15,30.0
2026-03-01 11:33:17,400/4,11,33,6,1,15,30.0
2026-03-01 11:33:35,400/4,11,33,6,1,15,30.0
2026-03-01 11:33:53,400/4,11,33,6,1,15,30.0
2026-03-01 11:34:11,400/4,11,34,6,1,15,30.0
2026-03-01 11:34:28,400/4,11,34,6,1,15,30.0
2026-03-01 11:34:46,400/4,11,34,6,1,15,30.0
2026-03-01 11:35:04,400/4,11,35,6,1,15,30.0
2026-03-01 11:35:22,400/4,11,35,6,1,15,30.0
2026-03-01 11:35:40,400/4,11,35,6,1,15,30.0
2026-03-01 11:35:58,400/4,11,35,6,1,15,30.0
2026-03-01 11:36:16,400/4,11,36,6,1,13,26.0
2026-03-01 11:36:34,400/4,11,36,6,1,13,26.0
2026-03-01 11:36:52,400/4,11,36,6,1,13,26.0
2026-03-01 11:37:10,400/4,11,37,6,1,13,26.0
2026-03-01 11:37:28,400/4,11,37,6,1,13,26.0
2026-03-01 11:37:46,400/4,11,37,6,1,13,26.0
2026-03-01 11:38:04,400/4,11,38,6,1,13,26.0
2026-03-01 11:38:22,400/4,11,38,6,1,13,26.0
2026-03-01 11:38:40,400/4,11,38,6,1,13,26.0
2026-03-01 11:38:58,400/4,11,38,6,1,13,26.0
2026-03-01 11:39:16,400/4,11,39,6,1,13,26.0
2026-03-01 11:39:34,400/4,11,39,6,1,13,26.0
2026-03-01 11:39:52,400/4,11,39,6,1,13,26.0
2026-03-01 11:40:10,400/4,11,40,6,1,18,36.0
2026-03-01 11:40:28,400/4,11,40,6,1,18,36.0
